Time	epsa	epsc	epsv	sigc	siga	siga*	SqJ2	I1
214.25586	0.034043796	0.10655243	0.24714866	2.0668378	0.895396931	2.962234731	0.516957659	7.095910331
215.25586	0.034471266	0.10756745	0.24960619	2.072989	0.887293961	2.960282961	0.512279407	7.106260961
216.25586	0.034575954	0.1086501	0.25187615	2.0803556	0.899508711	2.979864311	0.519331596	7.140575511
217.25586	0.034750629	0.10934486	0.25344035	2.0866749	0.895323684	2.981998584	0.51691537	7.155348384
218.25586	0.034995418	0.1101892	0.25537381	2.0926259	0.891572269	2.984198169	0.51474949	7.169449969
219.25586	0.035287835	0.11090858	0.25710499	2.0956676	0.886252369	2.981919969	0.511678044	7.173255169
220.25586	0.035406254	0.11150833	0.25842291	2.0972562	0.881629763	2.978885963	0.509009181	7.173398363
221.25586	0.035556599	0.11215847	0.25987354	2.0967367	0.902529821	2.999266521	0.521075835	7.192739921
222.25586	0.035782065	0.11268111	0.26114428	2.1011276	0.924769806	3.025897406	0.533916096	7.228152606
223.25586	0.035930276	0.11314814	0.26222655	2.104939	0.901525969	3.006464969	0.520496261	7.216342969
224.25586	0.036052801	0.11354639	0.26314557	2.1062589	0.918223295	3.024482195	0.530136467	7.236999995
225.25586	0.036187939	0.1141144	0.26441672	2.1078908	0.899764124	3.007654924	0.519479059	7.223436524
226.25586	0.036379907	0.11478437	0.26594862	2.1130941	0.885085672	2.998179772	0.511004451	7.224367972
227.25586	0.036668241	0.11513705	0.26694232	2.113328	0.878926261	2.992254261	0.507448313	7.218910261
228.25586	0.036733728	0.11560625	0.26794624	2.1193612	0.901776914	3.021138114	0.520641144	7.259860514
229.25586	0.036758054	0.11606229	0.26888263	2.1247559	0.891228042	3.015983942	0.51455075	7.265495742
230.25586	0.036734875	0.11668643	0.27010775	2.1286013	0.912170309	3.040771609	0.526641773	7.297974209
231.25586	0.036993418	0.11748619	0.2719658	2.1370673	0.92467864	3.06174594	0.533863462	7.33588054
232.25586	0.03684539	0.11835471	0.27355483	2.1415999	0.896588036	3.038187936	0.517645344	7.321387736
233.25586	0.037319195	0.11939336	0.27610591	2.1538618	0.884306218	3.038168018	0.510554433	7.345891618
234.25586	0.037411448	0.1202092	0.27782986	2.1620388	0.884737072	3.046775872	0.510803187	7.370853472
235.25586	0.037523571	0.12109749	0.27971855	2.1685376	0.89840478	3.06694238	0.518694242	7.40401758
236.25586	0.037660211	0.12220171	0.28206363	2.1777093	0.864423393	3.042132693	0.499075079	7.397551293
237.25586	0.037924305	0.12309267	0.28410965	2.1856828	0.871922184	3.057604984	0.503404508	7.428970584
238.25586	0.038138829	0.12395354	0.28604591	2.1942739	0.881010088	3.075283988	0.508651411	7.463831788
239.25586	0.038400874	0.12497832	0.28835753	2.1995506	0.88152543	3.08107603	0.508948944	7.48017723
240.25586	0.038502656	0.12678352	0.2920697	2.2042778	0.875560782	3.079838582	0.505505253	7.488394182
241.25586	0.038898777	0.1271981	0.29329497	2.2049358	0.894297516	3.099233316	0.516322912	7.509104916
